ID,tweets,neighbor,profile_name,profile_screen_name,profile_description,profile_created_at,profile_location,profile_followers_count,profile_friends_count,profile_fav_count,neighbor_following,neighbor_follower
5402612,"['Russian opposition leader Alexei Navalny was probably poisoned, says Berlin hospital where he is being treated https://t.co/TQ1AUl1MDF\n', 'RT @BBCSport: BAYERN MUNICH HAVE DONE IT! 🎉🎉🎉\n\nEuropean champions for a sixth time!\n\n🏆🏆🏆🏆🏆🏆\n\n💻 Reaction: https://t.co/NXBvACUqeo\n\n#bbcfootb…\n', 'UK tourists will no longer need to quarantine when returning from Portugal, but travellers coming back from Croatia will https://t.co/oDIHvCZ9NO\n', 'Former Trump adviser Steve Bannon charged with fraud over fundraising campaign to build US-Mexico border wall https://t.co/DwaG66DuxL\n', 'Hashem Abedi, brother of Manchester Arena bomber, sentenced to at least 55 years for murders of 22 people in 2017 terrorist attack https://t.co/BODyIas7Fp\n', 'GCSE pass rate in England sees historic rise, from 70% to 79%, after government U-turn on how grades are assessed https://t.co/y9c5woNz3J\n', 'Nearly half a million UK pupils face fresh round of chaos after exam board Pearson pulls BTec results on eve of release https://t.co/5awClr0siN\n', ""At least 45 migrants have died in the largest shipwreck off Libya's coast this year, the UN says https://t.co/WxkpYb0U4X\n"", ""Mali's President Ibrahim Boubacar Keïta has resigned, after being detained by soldiers on Tuesday, state TV reports https://t.co/9ayhbyOvy2\n"", 'Mali President Ibrahim Boubacar Keïta and Prime Minister Boubou Cissé arrested by mutinying soldiers, in apparent coup attempt\xa0https://t.co/BmhulZSX0B\n', 'One man found guilty and three acquitted over killing of former Lebanese PM Rafik Hariri in 2005 bomb attack\n\nhttps://t.co/x6osn6lQcl\n', 'Marks &amp; Spencer to cut 7,000 jobs in UK over next three months as coronavirus continues to affect trading\n\nhttps://t.co/KHrdBiNV2v https://t.co/HEkblhavbL\n', '""What changed was seeing the experience of young people receiving grades and being distressed at the need to then have to go and appeal grades""\n\nOfqual chairman Roger Taylor says exam regulator took the ""wrong road"" on A-level and GCSE grading\nhttps://t.co/NTVK1STLi3 https://t.co/8mI6MJYanU\n', 'A-level and GCSE students in England will have results based on teacher assessments after U-turn\n\nhttps://t.co/xG5NdyLu1F\n', 'A-level and GCSE results in Wales to be based on teacher assessments after uproar over grades\n\nhttps://t.co/NHG0eETggT\n', 'Tougher fines for coronavirus rule-breakers announced, as UK Prime Minister gives go ahead for next stage of lockdown easing in England\n\nhttps://t.co/EWBY4bCMs0\n', 'People arriving in the UK from France after 04:00 BST on Saturday will have to quarantine for 14 days, minister says https://t.co/gslgqG33Mw\n', 'Israel and the United Arab Emirates reach historic deal, aimed at normalising relations between the nations https://t.co/MiE0oIheeQ\n', ""Education Secretary Gavin Williamson 'incredibly sorry' over disruption to schools in England during the pandemic https://t.co/0ZJ74cJFtQ\n"", 'Three people confirmed dead, including driver, after train derails in Aberdeenshire, Scotland\n\nhttps://t.co/TPbwg0GeCR https://t.co/VdY9gm2uYl\n']",,BBC Breaking News ,BBCBreaking ,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport. ",Sun Apr 22 14:42:37 +0000 2007 ,"London, UK ",45042254 ,3 ,0 ,,
1134552730146500608,"['lmao stop tagging my personal profile\n\nbad community 🙅\u200d♂️\n\nim off to bed lol\n', 'Tag someone who spends a lot of time looking at this: https://t.co/7kAY4GcKc4\n', '@ChuckECheese aww ye lil buddy, you got a webcam?????\n', ""Here's the ultimate Fall Guys Crown\n\n👑\n\nIt belongs to the last person to retweet this tweet\n"", '@MrBeastYT 0800 TEAM YELLOW\n', ""@Ninja Fixing this right now!\n\nWe had a jump in players which caused our reward processing to get a bit backed up 😅\n\nWe've scaled up and it's slowly restoring now - shouldn't be long!\n"", 'lol this is actually super accurate https://t.co/aJVtf6PrMU\n', 'THIS IS AMAZING\n\nRap by @F2K_J4CKIE from @Fade2Karma\nEdited by: @StamboHD\nBeat by: @_lang0 https://t.co/17C2XicOLZ\n', ""POV you're on Yellow Team which means you just lost https://t.co/zeZ8QOaO9h\n"", '@MrBeastYT https://t.co/OcihEMoWV9\n', '@MrBeastYT https://t.co/dMtjKk28yX\n', '@MrBeastYT waiting for you to call me rn https://t.co/YKpE0yBrOv\n', ""I saw some Batman x Fall Guys fan art that I was going to retweet and then the timeline refreshed and it's lost forever\n\nAnyone got a source???\n"", ""@Liam19__ @Unique5340 @DEgbowon @MrBeastYT @OliverAge24 we can pretend someone else does it if you'd rather\n"", '@Unique5340 @DEgbowon @MrBeastYT @OliverAge24\n', '@DEgbowon @MrBeastYT this you? https://t.co/zMrE9KyeUW\n', '@jahsehsworl @MrBeastYT @OliverAge24 Yes is pretty good right now\n', ""@MrBeastYT Go on then, let's have a chat\n"", 'I have to confess, friends, when you post replies that start like:\n\nDay 12 of...\n\nIt makes me want to see how high you will count\n\nWill you still be around after 100 days?\n\n1,000 days?\n\n10,000 days?\n\n100,000 days?\n\n1,000,000 days?\n\nI never want it to stop\n\nI love to see it 👏👏👏\n', 'This POPS and SLAPS https://t.co/9kiqWg98uW\n']",,Fall Guys 👑 ,FallGuysGame ,Very spicy tweets 🌶️ Out now on Steam & PS4 👏 Developed by @Mediatonic & published by @DevolverDigital 👌 Steam 👉 https://t.co/MYiflRFRMQ Discord 👉 https://t.co/k9MDivMC9A ,Fri May 31 20:10:24 +0000 2019 , ,1278734 ,116 ,1608 ,,
1141136372,"['@RexChapman 😂 it is getting crazy!! Stay safe❤️\n', ""@J_Ballesteros1 @miguelballes92 Seve THE legend gave me the inspiration to play this game,honored to be one of his picks in The Ryder Cup and I miss him dearly❤️🙏❤️ Would have loved for today's youngster to experience true charisma/passion and drive. Every round was special with Seve👌👌👌\n"", '@pippiglassbil 😂😂😂 bättre alternativ efter allt skit på sistone med helikoptrar!\n', 'There are many forms of dementia causing many different symptoms. Help @AlzResearchUK and @ricoheurope shed light on the condition\xa0– watch, retweet and search #DementiaUncovered\xa0https://t.co/hsSednytLL\n', 'RT @ChampionsTour: Only good thing about a Wednesday rain out at @DECCGolf …\n\nHilarious @JesperParnevik stories 😂 https://t.co/LsZTdahUyZ\n', 'Dementia is so misunderstood, but you can help me change this by watching and sharing this powerful short film from @AlzResearchUK and @SamuelLJackson #ShareTheOrange\xa0https://t.co/HK0vAIfghC\n', 'RT @ChampionsTour: New style for @JesperParnevik? 🤔\n\nHe had no choice Wednesday at @AllyChallenge. https://t.co/dZ34mDBCas\n', 'Lance took his time, extra 500 bonus/Sec on screen😜 https://t.co/2QAtbz98co\n', 'Älskade den at Hello!! https://t.co/eauIBfUGnf\n', 'Thank you❤️ https://t.co/XxUGKmk0ti\n', ""RT @Rainmaker1973: Manatees are known as 'sea cows' because of their similar size, peaceful temperament and diet of plants and weeds. When…\n"", 'RT @crowbar2999: https://t.co/xKfxwjYxKV\n', ""RT @MonstersOfRock: ACDC - 'Let There Be Rock' (1977 BBC Sight and Sound) https://t.co/WpDjTWmc1V\n"", 'RT @RyanBurr: When life hits you hard....hit back harder! https://t.co/J4e9J7WfOV\n', 'SÅ JÄVLA BRA!!! Rös första gången jag hörde GAMMAL, och har varit nyfiken på deras nästa låt i 4 månader. ""Sånger Från Förut"" är BÄSTA svenska låten jag hört i år, kommer att bli en klassiker!Svensk glädjemusik rakt igenom! Älskar text och musik👊🙏👊🙏👊\nhttps://t.co/X2byOB5rMj\n', 'Legend!!! https://t.co/uxMR760qbB\n', 'The difference between Pros and Amateurs, we feel the same before the shot, but pros manipulate/recover better...😂 https://t.co/digKmxIg2h\n', 'RT @BigSevenTravel: Zhangjiajie, China — the cliffs that inspired the movie Avatar.\n\n🎥: @everchanginghorizon https://t.co/gsR9I9t6eA\n', 'RT @Rainmaker1973: Born 113 years ago #Today, Kurt Gödel is considered along with Aristotle, Alfred Tarski &amp; Gottlob Frege to be one of the…\n', 'RT @Trafikbefalet: Mannen på bilden har stulit totalt 23 500 kronor från en 88-årig man, den 18 mars i Västerhaninge, Stockholm. Känner du…\n']",,Jesper Parnevik ,JesperParnevik ,"Player on the PGA Tour. Proud member of the Cobra,Puma family.4 great kids and married to my great wife Mia. We also have our own TV show called #Parneviks ",Sat Feb 02 00:59:23 +0000 2013 ,"Tequesta, FL ",35828 ,6930 ,14515 ,,
14108472,"['@cfbuffa https://t.co/80okiNLjFa forse può aiutarli questo contributo. Chissà.\n', 'https://t.co/TEjKgnJDQY\n', 'RT @beabri: Oggi sono 4 anni dalla prima scossa che ha raso al suolo #Amatrice. La prima di una serie di scosse che devasteranno il centro…\n', 'Il diluvio nella città dei Bolsonaro https://t.co/B57KQXanRU\n', 'RT @FranzFoti: Con @civati (e @HMQueenBee) al #wereadingfestival per #OttessaMoshfegh e il suo anno di riposo e oblio. https://t.co/J75703Y…\n', 'RT @ChiaraAnto33: ""Mi ha detto una cosa, il Presidente(...): \'Quando ho deciso di farla senatrice a vita e ho firmato, ho pensato a suo pap…\n', '@godzillacreed @mariosecond @HMQueenBee Ora sono molto più tranquillo.\n', ""RT @zortomm: Tanti\nBelli\nD'istanti\n@Pennacchiiiii @civati #villangaransg #pojanistan https://t.co/LLnuPYCzd6\n"", 'Incontrando @HMQueenBee appena attraversato il Rubicone.\n', 'Stasera a Savignano sul Rubicone. @WeReadingTW https://t.co/u2vHxmyhpW\n', 'Oggi a Bassano del Grappa, con @Pennacchiiiii e @peoplepubit. #20destatetour https://t.co/2vcprT8DTL\n', 'RT @peoplepubit: LE PIETRE DELLA MEMORIA\ndi @Fra0283 e @betascia\n\nUn libro dedicato a #GunterDemnig e alle #PietredInciampo.\n\nScopri di p…\n', 'Stasera. #Portoscuso @stefanocatone @peoplepubit #20destatetour https://t.co/G5yrTWKGoI\n', 'RT @valentina_mulas: Stanotte ho sognato una bellissima presentazione di #Prince nella mia #Muravera con @civati e @chiaralessi.\nAbbiamo pa…\n', 'Con @stefanocatone e @peoplepubit a #GONNESA. https://t.co/MZGn6TV8av\n', '@sdraiatiXCivati Dedicata a voi, ça va sans dire.\n', 'Stasera! https://t.co/ilHiq4PDEd\n', 'Insistiamo. Ogni giorno. Qui, nella società, nelle sedi istituzionali, perché chi ha potere per intervenire lo faccia. #FreePatrick #PatrickZaki https://t.co/3kxpLNapTP\n', 'RT @beabri: La Grecia sta respingendo i richiedenti asilo abbandonandoli in mare.\n\nIl New York Times parla di 31 ""operazioni"" documentate,…\n', 'People everywhere. https://t.co/R8uCIpvcAH\n']",,Giuseppe Civati ,civati , ,Sun Mar 09 17:43:40 +0000 2008 , ,371354 ,6136 ,2894 ,"['980439631', '484569203', '821639324', '72060664', '432992004', '2948707558', '2176029246', '826361619898888192', '272566276', '1063156034']","['3143131055', '1280943722755129344', '1256256662442311680', '69590891', '854002390231633920', '1274009461989027840', '1074997405', '856944943', '1283777898382528513', '165769855']"
783214,"['@OscarTheGrouch love?\n', '@OscarTheGrouch edit button?\n', '@OscarTheGrouch pineapple on pizza?\n', 'hey @OscarTheGrouch, what do you think of 2020?\n', 'We tested, you Tweeted, and now we’re rolling it out to everyone! https://t.co/w6Q3Q6DiKz\n', '@busralcinar @NASA and we love you to Mars and back https://t.co/z421PPY8yk\n', '@octaviaspencer Need more adrenaline? https://t.co/h4XHILTeh5\n', '@astrotoya @solarrsystem uh of course https://t.co/uHUIlg18kB\n', '@NASAPersevere @NASA Send pics and check in often... we can make this work!\n', ""@RocketJoy you've got the right stuff https://t.co/2yzNZnDPIc\n"", '@Kaz82ba Go you! https://t.co/vbs1L5sgEA\n', '@solarrsystem this will keep you awake https://t.co/v4YPvjKN9K\n', ""@Arshita_Singh31 let's blast https://t.co/xsSWee7BSV\n"", ""@AsherPlangnan You're up https://t.co/9SdkfgYLvB\n"", '@mariannemaexcxc bring BTS to the Martians https://t.co/zYecBWOlMU\n', '@ThisMarcelo13 Gaga says, suit up, Little Monsters https://t.co/hM3em2JnVk\n', ""@kaitlynnraecook let us know if there's... life on Mars https://t.co/GgWN4L1HN6\n"", '@niaorea you can sleep on the flight https://t.co/aNEpn2WMMg\n', '@NASA @NASAPersevere On second thought, seven months is a long time and we kinda just met, but can we keep in touch?\n', '@AstroJaws @maejemison @NASAPersevere Excited to watch with you this time...and maybe watch you liftoff next time?\n']",,Twitter ,Twitter ,#BlackLivesMatter #BlackTransLivesMatter ,Tue Feb 20 14:35:54 +0000 2007 ,everywhere ,58285236 ,1 ,6366 ,,
169686021,"['Romans 8:31 “If God is for us, who can be against us?!”\n', 'WE GOT IN CONTACT WITH TIK TOK 🙏🏾 PRAISE THE LORD ... I’LL KEEP EVERYONE UPDATED\n', 'THANK EVERYBODY FOR THEIR PRAYERS... I FOUND MY CHRISTIAN CFO ... GOD IS SO GOOD\n', 'Praise God ... look at all the ballots we’re on On 🕊\nOklahoma\nArkansas\nVermont\nWest Virginia\nColorado\nIowa\nUtah\nMinnesota\nTennessee\nVirginia\n', 'THESE BRING ME BACK TO MY CHILDHOOD ... GROWING UP ON ANIME ... I NEED A PAIR https://t.co/EeeNwNZ6m4\n', 'WOW     SO COOL NIKE ... KEEP INNOVATING ... THE WOLRD NEEDS IT ... GREAT JOB https://t.co/2QJDPVvUVF\n', 'META V LONE 2 CHNZ RMZ https://t.co/531DK77I4L\n', 'OTHELLO MY NEW CONNECT FOUR https://t.co/0M3sdf3sYv\n', 'I REFUSE TO DO ZOOMS WITH ONE PERSON IF I HAVE THEIR CONTACT ... I’VE GOT ANOTHER IDEA... IT’S CALLED FACETIME 🐄\n', 'OTHELLO IS MY FAVORITE GAME       88 KEYS PUT ME ON https://t.co/tqUgQTFqFf\n', 'WE’RE STEPPING OUT ON FAITH https://t.co/Ak1sJmPz0o\n', 'THIS IS A GOD DREAM https://t.co/e1Wkui3ULj\n', '#2020VISION https://t.co/HDugAlgk2x\n', 'slow motion slide boy 💂\u200d♂️⛷🪁 https://t.co/emBWOstkG9\n', 'Me and Steve Harvey was hungry https://t.co/0DtEdcPh8V\n', 'Dan and Bubba Cathy giving grace at Chick Fil A🕊 https://t.co/TigBlw5yrq\n', 'Daddy daughter time ⛷ https://t.co/OsShkhHrlH\n', 'WE PRAY WE CAN COLLABORATE WITH TIK TOK TO MAKE A CHRISTIAN MONITORED VERSION THAT FEELS SAFE FOR YOUNG CHILDREN AND THE WORLD     IN JESUS NAME   AMEN\n', 'A VISION JUST CAME TO ME... JESUS TOK        I WAS WATCHING TIK TOK WITH MY DAUGHTER AND AS A CHRISTIAN FATHER I WAS DISTURBED BY A LOT OF THE CONTENT BUT I COMPLETELY LOVED THE TECHNOLOGY\n', 'Yoooooo 2CHNZ GOOD MUSIC FAMILY with the YZY SLDZ https://t.co/JKuvTYffQk\n']",,ye ,kanyewest , ,Thu Jul 22 23:00:05 +0000 2010 , ,30839878 ,259 ,7 ,,
30180137,"['@viiannO12 We really want to know more about this! Please reach out to us via DM.\n', '@MarisaLor We really want to know more about this! Please reach out to us via DM.\n', '@Mattjenkins91 We are looking into this for you and will get back to you as soon as we can.\n', ""@ch0udxy Thanks! 💕 We've connected with you via DM.\n"", '@ChIoeeWard We are looking into this for you and will get back to you as soon as we can.\n', '@ch0udxy We are looking into this for you and will get back to you as soon as we can.\n', '@ChIoeeWard We are looking into this for you and will get back to you as soon as we can.\n', '@WayneBolton13 We really want to know more about this! Please reach out to us via DM.\n', '@OsvaldoRobles9 We really want to know more about this! Please reach out to us via DM.\n', '@xmrslx We really want to know more about this! Please reach out to us via DM.\n', ""@WayneBolton13 We're happy to help! Please reach out to us via DM.\n"", '@ejaz_x We really want to know more about this! Please reach out to us via DM.\n', '@cadeau_2009 We really want to know more about this! Please reach out to us via DM.\n', '@ErickLara82 We really want to know more about this! Please reach out to us via DM.\n', ""@JamieTGLutner We're happy to help! Please reach out to us via DM.\n"", '@T_Kach1992 We really want to know more about this! Please reach out to us via DM.\n', ""@Peerzadaovais Hi Dr. Ovais, we'll be reaching out to you via DM!\n"", ""@_TommyLeon Hi Jax, thanks for the mention! Please reach out via DM with more information, we're happy to help.\n"", '@NzlTln We really want to know more about this! Please reach out to us via DM.\n', '@LouiseF28595635 We really want to know more about this! Please reach out to us via DM.\n']",,Tommy Hilfiger ,TommyHilfiger ,Welcome to the world of #TommyHilfiger! Your official source for Tommy Hilfiger style & news from around the globe! ,Fri Apr 10 07:14:15 +0000 2009 ,Global ,1582775 ,1571 ,14325 ,"['54960992', '18730233', '203086196', '19247844', '34988284', '224711631', '72880490', '46164460', '34947001', '14222518']","['991117995006156801', '1196041326149554176', '1296372996622483458', '1289236242861875200', '2879716491', '1283501191700373507', '1230054949683388416', '1239111082339377152', '2551081868', '1287873598003314690']"
58579942,"['Replace the sugar with agave.\n\nMango &gt; Strawberries.\n\nAdd a touch of fresh mint.\n\nSalt rim. https://t.co/d6eY4WNLUN\n', 'It’s Nestor.  He’s a college. Where are you? https://t.co/GHwoPzo7CR\n', 'RT @gatewaypundit: Conservative Favorite Matt Gaetz Leads Off RNC with Amazing Speech -- With Jabs at Joe Biden in the Basement (VIDEO) @Ma…\n', 'RT @thebucalupo: .@mattgaetz: ""The woketopians will #SettleforBiden because they will make him an extra in a movie written, produced, and d…\n', 'RT @realDonaldTrump: https://t.co/IqmVjVU1Y8\n', 'https://t.co/fNKTIrHuTK\n', 'RT @DailyCaller: Full speech from Rep. @MattGaetz:\n\n“I\'m speaking to you from an auditorium emptier than Joe Biden\'s daily schedule.""\n\n#R…\n', 'RT @ABC: Rep. Matt Gaetz: ""Donald Trump, like all builders, is a visionary. That which is built in the mind is even more powerful than the…\n', 'RT @ColumbiaBugle: Full Congressman @mattgaetz Speech at #RNC2020\n\n“America is not just an idea or a constitution, it is our home. We must…\n', '.@AndrewPollackFL - Amazing!\n', 'RT @BreitbartNews: “America is not just an idea or a constitution, it is our home,” Rep. Matt Gaetz (R-FL) said during the opening speeches…\n', 'Thank you, @MSNBC. https://t.co/ebCgd5BcDf\n', 'RT @TommyHicksGOP: “Settle for Biden—that’s the hashtag promoted by AOC and the socialist. The woketopians will settle for Biden, because t…\n', 'Beware of the Woketopians! https://t.co/vDVFvpChYQ\n', 'Bette - Thank you for your interest in my family.\n\nMy son is a freshman at college. I’m very proud of him, though he no longer needs to be watched. https://t.co/GDlCmJPWfR\n', ""RT @TeamTrump: Congressman Matt Gaetz's full remarks at the @GOPconvention\n\n#RNC2020 https://t.co/xLhxLkbj9d\n"", 'RT @MZHemingway: Matt Gaetz: ""I\'m speaking to you from an auditorium emptier than Joe Biden\'s daily schedule.""\n', 'RT @FredPiccoloJr: Deaths - NY 33,000 FL 10,000.  Mortality Rate - NY 7.16% FL - 1.72%. Long Term/Nursing Home Patients - NY Returned to in…\n', '@HowleyReporter Hope you enjoy the speech!\n', ""RT @BreitbartNews: Joe Biden's campaign privately apologized to radical left-wing activist Linda Sarsour after publicly condemning her extr…\n""]",,Matt Gaetz ,mattgaetz ,Florida man proudly serving the First District in Congress. “He’s a machine...handsome and going places” says @realDonaldTrump #OpenGaetz ,Mon Jul 20 20:24:48 +0000 2009 ,Order FIREBRAND! ,637388 ,2631 ,12311 ,"['21149655', '3121763914', '233842454', '19415893', '227373977', '25225138', '65502117', '20083388', '210868588', '811986281177772032']","['1058039744037306368', '1297199874363076613', '590205654', '706648091617828864', '4903106363', '1148971184492429314', '1207454546294906883', '893544929221165056', '1195966064', '1284640898488233984']"
1447949844,"['The collapse of a building in Raigad, Maharashtra is very tragic. Have spoken to DG @NDRFHQ to provide all possible assistance, teams are on the way and will be assisting with the rescue operations as soon as possible. Praying for everyone’s safety.\n', 'ગુજરાતે પુરા વિશ્વને મહાત્મા ગાંધીનો ‘શાંતિનો સંદેશ’ અને સરદાર પટેલનું ‘લોખંડી નેતૃત્વ’ આપ્યું છે. આજે ""વિશ્વ ગુજરાતી દિવસ"" પર હું સહુ ગુજરાતીઓને શુભકામનાઓ આપું છું અને વિશ્વાસ વ્યક્ત કરૂ છું કે, ગુજરાતી સમાજ ભારતને આત્મનિર્ભર અને સશક્ત બનાવવામાં નિરંતર કટીબધ્ધ રહેશે.\n', 'Remembering Arun Jaitley ji, an outstanding politician, prolific orator and a great human being who had no parallels in Indian polity. He was multifaceted and a friend of friends, who will always be remembered for his towering legacy, transformative vision and devotion to nation.\n', 'ନୂଆଁଖାଇର ପବିତ୍ର ଅବସରରେ ଓଡ଼ିଶାର ଭାଇ ଓ ଭଉଣୀ ମାନଙ୍କୁ ଆନ୍ତରିକ ଶୁଭେଚ୍ଛା । ଲଗାତାର କଠୋର ପରିଶ୍ରମ କରି ଆମ ଦେଶକୁ ଆତ୍ମନିର୍ଭର କରୁଥିବା ଚାଷୀ ଭାଇଙ୍କ ପାଖରେ ମୁଁ ମଥାନତ କରୁଛି । ସମସ୍ତଙ୍କ ଉତ୍ତମ ସ୍ୱାସ୍ଥ୍ୟ, ସୁଖ ଓ ଶାନ୍ତି ପାଇଁ ମହାପ୍ରଭୁ ଶ୍ରୀଜଗନ୍ନାଥଙ୍କ ନିକଟରେ ପ୍ରାର୍ଥନା ।\n#NuakhaiJuhar\n', 'समस्त देशवासियों को गणेश चतुर्थी की हार्दिक शुभकामनाएं। https://t.co/R9EoBe5aVG\n', 'Deeply anguished to learn about the loss of lives due to tragic fire accident at the Srisailam hydroelectric plant in Telangana. My deepest condolences are with the bereaved families. May the injured recover at the earliest.\n', '#NationalRecruitmentAgency is a unprecedented step taken by Modi govt as it would create an uniform transformative recruitment process. PM @NarendraModi ji has given the due right to the job seeking youth of the country by ensuring transparency &amp; ease in the recruitment process.\n', 'NRA will provide equal opportunities to all sections of the society as each district will have an exam centre, test will be in multiple languages and CET score will be valid for 3 years. Single test will also reduce the financial burden, which will greatly benefit the candidates.\n', ""A landmark day for India's youth!\n\nI thank PM @NarendraModi ji for approving the creation of #NationalRecruitmentAgency (NRA) in today's cabinet. This transformational reform will remove the hurdles of multiple exams for central govt jobs through Common Eligibility Test (CET).\n"", ""Greetings to Finance Minister Smt @nsitharaman ji on her birthday. Under PM Modi's leadership, her zeal for bringing in transformative economic reforms across all sectors is truly commendable. Praying for her good health and long life.\n"", 'RT @narendramodi: Chaired a meeting to review the preparations for National Master Plan For Providing Multi Modal Connectivity To Various E…\n', 'Sangeet Martand Pandit Jasraj ji was an incredible artist who enriched Indian classical music with his magical voice. His demise feels like a personal loss. He will remain in our hearts forever through his peerless creations. Condolences to his family and followers. Om Shanti\n', 'उत्तर प्रदेश सरकार के मंत्री व पूर्व क्रिकेटर श्री चेतन चौहान जी ने अपने जीवन में पहले एक खिलाड़ी के रूप में और बाद में एक जनसेवक के रूप में देश की सेवा की। उनका निधन भारतीय राजनीति और क्रिकेट के लिए बहुत बड़ी क्षति है। मैं उनके परिजनों के प्रति संवेदना व्यक्त करता हूँ। ॐ शांति\n', 'Greetings to our sisters and brothers of the Parsi community on the auspicious occasion of Navroz. May the new year be filled with joy and bring prosperity &amp; good health in everyone’s lives. #NavrozMubarak\n', 'आज प्रधानमंत्री श्री @NarendraModi जी के नेतृत्व में केंद्र सरकार अटल जी के विचारों को केंद्र में रखकर सुशासन व गरीब कल्याण के मार्ग पर अग्रसर है और भारत को विश्व में एक महाशक्ति बनाने के लिए कटिबद्ध है।\n\nश्रद्धेय अटल बिहारी वाजपेयी जी की पुण्यतिथि पर उन्हें कोटि-कोटि वंदन।\n', 'अटल जी के प्रधानमंत्री कार्यकाल में देश ने पहली बार सुशासन को चरितार्थ होते देखा। जहां एक ओर उन्होंने सर्व शिक्षा अभियान, पीएम ग्राम सड़क योजना, राष्ट्रीय राजमार्ग विकास परियोजना जैसे विकासशील कार्य किए तो वहीं दूसरी ओर पोखरण परीक्षण व करगिल विजय से मजबूत भारत की नींव रखी।\n', 'भारत रत्न श्रद्धेय श्री अटल बिहारी वाजपेयी जी देशभक्ति व भारतीय संस्कृति की प्रखर आवाज थे। वह एक राष्ट्र समर्पित राजनेता होने के साथ-साथ कुशल संगठक भी थे जिन्होंने भाजपा की नींव रख उसके विस्तार में एक अहम भूमिका निभाई और करोड़ों कार्यकर्ताओं को देश सेवा के लिए प्रेरित किया। https://t.co/VhQ4xWG9oe\n', '.@msdhoni has mesmerized millions through his unique style of cricket. I hope he will continue to contribute towards strengthening Indian cricket in the times to come. Best wishes for his future endeavours.\n\nWorld cricket will miss the helicopter shots, Mahi!\n', 'I join millions of cricket fans across the globe to thank @msdhoni for his unparalleled contributions to Indian Cricket. His cool temperament has turned several hot encounters in India’s favour. Under his captaincy India was crowned World Champions twice in different formats.\n', 'Sri Aurobindo was also a prolific writer who wrote extensively on various subjects like Indian culture, swaraj, yoga, literature and education. His divine teachings and concept of Integral Yoga will continue to inspire, guide and influence people all around the world.\n']",,Amit Shah ,AmitShah ,"Union Home Minister, Government of India | MP, Gandhinagar Lok Sabha. https://t.co/wnVMGkGMyT ",Wed May 22 04:43:54 +0000 2013 , ,22458623 ,295 ,90 ,"['2179662475', '1288175774', '726018260907360257', '141540809', '361802627', '1373957012', '735095544', '177886974', '1921946424', '129704894']","['1297941577826832384', '1297943549099433984', '1206800790565748736', '1297929490438303744', '1297945842385444864', '1297951053283909632', '1297938428416253952', '1289529425063809024', '1297928191558983685', '1297925423834312705']"
812362585332912128,"['Did I really just witness a hissy fit by Donna Brazile on Fox and Friends😜.   She never misses a chance to play the race card does she??????\n', 'RT @inthecopa: Would you take hydroxychloroquine if prescribed? RT and let Trump know!\n', 'RT @Chicago1Ray: ANOTHER TRUMP BOAT PARADE 👍\n', '@rightoncue17 I know of someone who asked for it as her course of Covid 19 treatment and was denied.?\n', 'Why can’t Florida get hydroxychloroquine for use in Covid 19 patients?\n', '@Butch0643 Thank you.  I will look for it\n', 'This sham of a hearing is going to backfire big time......anyone agree????\n', 'RT @ThatBearIsMe: And I’m still retweeting this.\n', 'How is it the House Committee can hold a hearing and not allow the person invited to testify (AG Barr) not to respond?????   Is this crazy or what😜\n', 'RT @aubrey_huff: Let’s get every person in America some #hydroxycholorquine &amp; get back to work!\n', '@agingbackwardsj That really made me mad\n', '@Gonzalo5999999 I do too.  That’s about it though\n', 'Am I the only one who can’t stand Fox News anymore?????? (Except for Tucker of course)\n', ""RT @charliekirk11: 18 police officers were injured in Chicago during a BLM inc. protest against Christopher Columbus\n\nThis isn't about Geor…\n"", 'RT @drdavidsamadi: To those counting COVID-19 statistics.\n\nSomeone who comes back positive for antibodies should not be counted as a positi…\n', 'RT @drdavidsamadi: We might never know the true death rate of the actual COVID-19 virus when you have motorcycle deaths and other types of…\n', 'RT @drdavidsamadi: As of today, the CDC has recorded that 1,475,551 people have recovered from the coronavirus in America. Around 50,000 ne…\n', 'RT @drdavidsamadi: The WHO has really discredited itself throughout the COVID-19 pandemic, and that is a shame!\n\nWe need an organization th…\n', 'Big news of the day....Supreme Court decision.  Congrats Little Sisters!\n', 'Always enjoy watching Kayleigh!\n']",,PattyB ,patboydakamimi ,"life's a beach.......when you live on the coast🌴 #Saltlife #EternalOptimist #newsjunkie #MAGA#NRA#Build the Wall#God Fearing, Blessed every day🇺🇸 ",Fri Dec 23 18:21:48 +0000 2016 ,"Florida, USA ",22176 ,23477 ,15174 ,,
